uid,voxel_vol,voxel_side
01nouhtc,3.23372483253479,1.4787713289260864
0224wk0y,59.1782341003418,3.8969125747680664
049enulq,7.470725059509277,1.9548835754394531
04x0qzfh,14.88693618774414,2.4600000381469727
05xt54fn,14.88693618774414,2.4600000381469727
06akt7zq,59.1782341003418,3.8969125747680664
06nkwfg3,14.88693618774414,2.4600000381469727
07gbasf5,13.78256893157959,2.397599935531616
07s387j5,59.1782341003418,3.8969125747680664
085rntdr,12.166999816894531,2.299999952316284
08liuqdn,14.88693618774414,2.4600000381469727
08uhbxlb,59.1782341003418,3.8969125747680664
09lzrk79,59.1782341003418,3.8969125747680664
09vs9kkh,14.88693618774414,2.4600000381469727
0aeoorbt,14.88693618774414,2.4600000381469727
0bq1s9ry,14.88693618774414,2.4600000381469727
0dk0get8,59.10797119140625,3.8953697681427
0dl5e11e,12.166999816894531,2.299999952316284
0ezzf8s2,12.166999816894531,2.299999952316284
0fgzvrct,59.1782341003418,3.8969125747680664
0i4x6g1e,14.88693618774414,2.4600000381469727
0i6g61pc,13.78256893157959,2.397599935531616
0imjyjcm,59.1782341003418,3.8969125747680664
0iv1ggxr,13.796365737915039,2.398399829864502
0j1oulwo,13.78256893157959,2.397599935531616
0jdcli69,59.1782341003418,3.8969125747680664
0jf6dnob,14.88693618774414,2.4600000381469727
0jjsp49c,14.88693618774414,2.4600000381469727
0kb68rer,12.166999816894531,2.299999952316284
0l1offkh,14.88693618774414,2.4600000381469727
0lzjjege,59.10797119140625,3.8953697681427
0odwmqx5,14.88693618774414,2.4600000381469727
0pdw5py6,59.10797119140625,3.8953697681427
0qpop1o8,14.88693618774414,2.4600000381469727
0s0r2sds,59.10797119140625,3.8953697681427
0sqcnf9w,14.88693618774414,2.4600000381469727
0uc87nxp,14.88693618774414,2.4600000381469727
0vgnxb5j,12.166999816894531,2.299999952316284
0vtkrrvw,59.1782341003418,3.8969125747680664
0w10lbt3,3.3557674884796143,1.497145414352417
0yknfu84,12.166999816894531,2.299999952316284
118qqvae,14.88693618774414,2.4600000381469727
11bd2sce,59.1782341003418,3.8969125747680664
11zsb8lv,35.84275436401367,3.2971127033233643
12pgyme6,14.88693618774414,2.4600000381469727
146vey0a,13.78256893157959,2.397599935531616
14nijcp5,14.88693618774414,2.4600000381469727
153sflse,12.166999816894531,2.299999952316284
15ahdbvz,12.166999816894531,2.299999952316284
15ikpqah,59.1782341003418,3.8969125747680664
15z8vmuh,6.835227012634277,1.8978023529052734
167d6vnx,14.88693618774414,2.4600000381469727
199dxj37,12.166999816894531,2.299999952316284
1b0z3nx3,59.10797119140625,3.8953697681427
1bj9rm7p,12.166999816894531,2.299999952316284
1c2zl46q,14.88693618774414,2.4600000381469727
1cjfx5li,14.88693618774414,2.4600000381469727
1el88l12,14.88693618774414,2.4600000381469727
1epxu7b6,14.88693618774414,2.4600000381469727
1g463sdy,3.23372483253479,1.4787713289260864
1g983ep9,12.166999816894531,2.299999952316284
1ghlu8m8,35.84275436401367,3.2971127033233643
1hgav42t,14.88693618774414,2.4600000381469727
1ije2xe0,14.88693618774414,2.4600000381469727
1jrj5xfe,13.78256893157959,2.397599935531616
1lfc1nlc,14.88693618774414,2.4600000381469727
1nm3v16x,14.88693618774414,2.4600000381469727
1p02jyv6,14.88693618774414,2.4600000381469727
1r11q7uw,3.2943968772888184,1.4879624843597412
1sa3y5t3,13.78256893157959,2.397599935531616
1sascebf,46.30501937866211,3.5909500122070312
1t2tala7,14.88693618774414,2.4600000381469727
1v2isqp4,59.10797119140625,3.8953697681427
1w1ht7pz,59.10797119140625,3.8953697681427
1xj7wwud,13.78256893157959,2.397599935531616
20xkiaip,46.30501937866211,3.5909500122070312
21b07g2r,59.1782341003418,3.8969125747680664
21id9vvn,14.88693618774414,2.4600000381469727
21vmefoz,59.1782341003418,3.8969125747680664
226parsg,14.88693618774414,2.4600000381469727
22xmq664,14.88693618774414,2.4600000381469727
24d7v911,14.88693618774414,2.4600000381469727
2837c6qc,59.1782341003418,3.8969125747680664
2853uy8u,14.88693618774414,2.4600000381469727
287gt76i,16.0,2.5198421478271484
2ay7ov50,14.88693618774414,2.4600000381469727
2c9ros7y,12.166999816894531,2.299999952316284
2d1jqbex,14.88693618774414,2.4600000381469727
2elalq26,13.78256893157959,2.397599935531616
2ezc7fov,12.166999816894531,2.299999952316284
2fqztio4,35.84275436401367,3.2971127033233643
2fvb66h3,59.1782341003418,3.8969125747680664
2gkfl5xf,13.78256893157959,2.397599935531616
2hvnkvon,14.88693618774414,2.4600000381469727
2jn67lm8,14.88693618774414,2.4600000381469727
2kodwh8n,59.1782341003418,3.8969125747680664
